   0.0000000000        0.0000000000
   0.2551020384        0.0649366602
   0.5102040768        0.1230378896
   0.7653061152        0.1743036807
   1.0204081535        0.2187340260
   1.2755100727        0.2563289106
   1.5306122303        0.2870884240
   1.7857142687        0.3110124469
   2.0408163071        0.3281010389
   2.2959182262        0.3383541703
   2.5510201454        0.3417718709
   2.8061223030        0.3383541703
   3.0612244606        0.3281010091
   3.3163263798        0.3110124469
   3.5714285374        0.2870883346
   3.8265304565        0.2563288808
   4.0816326141        0.2187339664
   4.3367342949        0.1743036509
   4.5918364525        0.1230378151
   4.8469386101        0.0649365187
   5.1020402908       -0.0000001192


   0.0000000000        0.0000000000
   0.4418496788        0.2423469424
   0.8836993575        0.4591836631
   1.3255490065        0.6505101323
   1.7673987150        0.8163265586
   2.2092483044        0.9566326141
   2.6510980129        1.0714285374
   3.0929474831        1.1607141495
   3.5347974300        1.2244899273
   3.9766469002        1.2627549171
   4.4184966087        1.2755101919
   4.8603463173        1.2627550364
   5.3021960258        1.2244898081
   5.7440457344        1.1607141495
   6.1858949661        1.0714285374
   6.6277451515        0.9566323757
   7.0695948601        0.8163268566
   7.5114440918        0.6505103111
   7.9532938004        0.4591832161
   8.3951435089        0.2423472404
   8.8369932175        0.0000000000


   0.0000000000        0.0000000000
   0.5102040768        0.4846938848
   1.0204081535        0.9183673263
   1.5306123495        1.3010205030
   2.0408163071        1.6326529980
   2.5510203838        1.9132652283
   3.0612246990        2.1428570747
   3.5714287758        2.3214287758
   4.0816326141        2.4489793777
   4.5918364525        2.5255098343
   5.1020407677        2.5510203838
   5.6122446060        2.5255100727
   6.1224493980        2.4489793777
   6.6326537132        2.3214287758
   7.1428575516        2.1428570747
   7.6530609131        1.9132652283
   8.1632652283        1.6326522827
   8.6734695435        1.3010196686
   9.1836729050        0.9183664322
   9.6938772202        0.4846925735
  10.2040815353        0.0000000000


   0.0000000000        0.0000000000
   0.4418496788        0.7270408869
   0.8836993575        1.3775510788
   1.3255490065        1.9515306950
   1.7673987150        2.4489798546
   2.2092483044        2.8698983192
   2.6510980129        3.2142856121
   3.0929477215        3.4821434021
   3.5347974300        3.6734695435
   3.9766473770        3.7882654667
   4.4184966087        3.8265309334
   4.8603463173        3.7882657051
   5.3021960258        3.6734685898
   5.7440462112        3.4821434021
   6.1858954430        3.2142868042
   6.6277451515        2.8698978424
   7.0695948601        2.4489793777
   7.5114445686        1.9515304565
   7.9532947540        1.3775501251
   8.3951435089        0.7270402908
   8.8369932175        0.0000000000


   0.0000000000        0.0000000000
   0.2551019490        0.9044511318
   0.5102038980        1.7136969566
   0.7653059363        2.4277374744
   1.0204077959        3.0465722084
   1.2755098343        3.5702018738
   1.5306118727        3.9986267090
   1.7857137918        4.3318452835
   2.0408155918        4.5698585510
   2.2959175110        4.7126660347
   2.5510196686        4.7602691650
   2.8061218262        4.7126669884
   3.0612237453        4.5698590279
   3.3163254261        4.3318452835
   3.5714275837        3.9986257553
   3.8265292645        3.5702018738
   4.0816311836        3.0465717316
   4.3367333412        2.4277362823
   4.5918350220        1.7136955261
   4.8469376564        0.9044494629
   5.1020393372        0.0000000000


   0.0000000000        0.0000000000
  -0.0000000446        0.9693877697
  -0.0000000892        1.8367346525
  -0.0000001338        2.6020405293
  -0.0000001784        3.2653062344
  -0.0000002230        3.8265304565
  -0.0000002676        4.2857141495
  -0.0000003122        4.6428565979
  -0.0000003568        4.8979597092
  -0.0000004014        5.0510196686
  -0.0000004460        5.1020407677
  -0.0000004906        5.0510201454
  -0.0000005352        4.8979592323
  -0.0000005798        4.6428565979
  -0.0000006244        4.2857141495
  -0.0000006691        3.8265295029
  -0.0000007137        3.2653074265
  -0.0000007583        2.6020412445
  -0.0000008029        1.8367328644
  -0.0000008475        0.9693889618
  -0.0000008921        0.0000000000


